gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,adj_p_value,neg_log10_pval,dataset,description
Gene_0,0.0950486931246092,0.8368360409670015,0.211380482170838,0.3434796524460415,0.2484309593214323,0.997584862097931,0.07735962382093736,GSE56500,Muscle tissue from ALS patients
Gene_1,-0.36990530543965033,0.5473530765967753,-0.6228032536750977,-0.7761845204308199,-0.40627921499116953,0.9739378587131234,0.2617324364629309,GSE56500,Muscle tissue from ALS patients
Gene_2,-0.31369213572031707,0.5699563857648036,-0.5874050776276399,-0.3501813556006715,-0.03648921988035444,0.9762628006637499,0.24415837616325953,GSE56500,Muscle tissue from ALS patients
Gene_3,0.007723040126931868,0.9890709092089289,0.014044269471896348,-0.32871608011982434,-0.3364391202467562,0.999595317338926,0.004772571522920303,GSE56500,Muscle tissue from ALS patients
Gene_4,-0.6110540315575175,0.233180565037734,-1.2690032919096461,-0.2576109813801475,0.35344305017736993,0.9528063719131828,0.6323076496617565,GSE56500,Muscle tissue from ALS patients
Gene_5,-0.5576800300598947,0.3135823715813567,-1.0611388796745582,-0.13310149360513088,0.4245785364547639,0.9528063719131828,0.5036483596997517,GSE56500,Muscle tissue from ALS patients
Gene_6,0.05295972711418749,0.9445248566922249,0.07135148018441331,-0.08016421087302704,-0.13312393798721453,0.999595317338926,0.024786608433280656,GSE56500,Muscle tissue from ALS patients
Gene_7,0.28950426868146983,0.5211051412696814,0.6649771764258079,-0.013765031628274712,-0.3032693003097445,0.9733396406026348,0.2830746420241083,GSE56500,Muscle tissue from ALS patients
Gene_8,-0.44447521095775067,0.35593495885011717,-0.9678688836566498,-0.2513856987173323,0.19308951224041834,0.9615422597515856,0.44862935481692173,GSE56500,Muscle tissue from ALS patients
Gene_9,-0.006543451799143035,0.9922610538950719,-0.009944641053526536,0.1268819511057752,0.13342540290491822,0.999595317338926,0.0033740543065200043,GSE56500,Muscle tissue from ALS patients
Gene_10,1.0171098766707498,0.12918538553535389,1.6537348797900897,0.4433167433337292,-0.5737931333370206,0.9367758740301844,0.8887866143622073,GSE56500,Muscle tissue from ALS patients
Gene_11,-0.1263203557737414,0.8435526792257216,-0.20254434871074797,-0.17725265347484995,-0.050932297701108555,0.9978349838213592,0.07388779086660369,GSE56500,Muscle tissue from ALS patients
Gene_12,-0.07077775163070313,0.8721749247023278,-0.16507412381469977,-0.11612923651442342,-0.04535148488372028,0.9978349838213592,0.05939640358320225,GSE56500,Muscle tissue from ALS patients
Gene_13,-0.4692771637470159,0.4523074648622015,-0.7820453462744116,0.26954341283380934,0.7388205765808252,0.9733396406026348,0.34456624461819885,GSE56500,Muscle tissue from ALS patients
Gene_14,-1.244386846716952,0.030680872866391932,-2.5143908145554135,-0.40673312159146363,0.8376537251254884,0.9323688393854009,1.5131322889321503,GSE56500,Muscle tissue from ALS patients
Gene_15,0.20366263431303064,0.6783254626749828,0.42714373367972064,-0.05489543045049374,-0.2585580647635244,0.983912982292182,0.16856188027879884,GSE56500,Muscle tissue from ALS patients
Gene_16,-0.5289904436332408,0.25388523419077386,-1.2105973206446838,-0.20054650987622838,0.3284439337570124,0.9528063719131828,0.5953625566920271,GSE56500,Muscle tissue from ALS patients
Gene_17,-0.11240719238604391,0.8878348949102235,-0.14468393769110852,0.513517664534904,0.6259248569209479,0.9989958531488483,0.051667789735142064,GSE56500,Muscle tissue from ALS patients
Gene_18,0.05952697547207464,0.9344382453088296,0.08435603218572986,-0.1609566426064335,-0.22048361807850814,0.999595317338926,0.02944939477504926,GSE56500,Muscle tissue from ALS patients
Gene_19,-0.3809107033242418,0.5578751665184396,-0.6062248148709076,-0.19260708502707624,0.18830361829716555,0.9761706548489417,0.25346297052017297,GSE56500,Muscle tissue from ALS patients
