gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,adj_p_value,neg_log10_pval,dataset,description
Gene_0,0.3364866595506306,0.173320036622571,1.6048284676126254,6.979822872234516,5.527793666566773,0.928968459559172,0.7611512278711107,GSE68605,Laser-captured motor neurons
Gene_1,-0.42295564816909464,0.4961049737552684,-0.7954906154153017,4.2825946224407065,5.741552023445304,0.9996675449196291,0.30442641887464017,GSE68605,Laser-captured motor neurons
Gene_2,-0.4511198387306752,0.3730907962587259,-1.09481830960416,4.9034402762421365,6.7034981378032805,0.9877196930895773,0.4281854643961858,GSE68605,Laser-captured motor neurons
Gene_3,-0.19091531000617074,0.418552954032105,-0.8498234034625068,4.922737100628223,5.619243835093382,0.9996675449196291,0.37824958859286983,GSE68605,Laser-captured motor neurons
Gene_4,-0.4964415814942768,0.3095056295823526,-1.1646918718399573,4.609071107182449,6.502153463063471,0.9759243043853002,0.5093314472115015,GSE68605,Laser-captured motor neurons
Gene_5,-0.5181519114468727,0.3555865697467379,-1.1311553727004275,4.549969811065633,6.516100632522911,0.9877196930895773,0.4490546503875075,GSE68605,Laser-captured motor neurons
Gene_6,0.5093859589871101,0.4114490490290554,0.9910006802545883,6.891554590020627,4.841464454409646,0.999329185929617,0.3856839371115987,GSE68605,Laser-captured motor neurons
Gene_7,-0.2447876504324633,0.4232082255371548,-0.8723201556772446,5.345134070005428,6.3335474457589624,0.9996675449196291,0.3734458998795794,GSE68605,Laser-captured motor neurons
Gene_8,-0.21291202630501474,0.18170893347396916,-1.4557543234348613,5.346313136445827,6.196512047182481,0.9365085767689199,0.7406237206662314,GSE68605,Laser-captured motor neurons
Gene_9,-0.12970032107604262,0.5118442221277515,-0.686302205659845,5.530162839799246,6.0503654404008875,0.9996675449196291,0.29086219481384906,GSE68605,Laser-captured motor neurons
Gene_10,-0.5772450939061231,0.10139465165224364,-2.6358572533646276,5.1714072574994265,7.715726569708397,0.8352112986181519,0.9939849524896358,GSE68605,Laser-captured motor neurons
Gene_11,0.4171560344246294,0.3125444478426976,1.0999107971050301,5.929356529342394,4.440491937028911,0.9759243043853002,0.5050882116634219,GSE68605,Laser-captured motor neurons
Gene_12,-0.09622789336007398,0.8580067592004632,-0.19604827687778215,5.441354714468984,5.816671269128633,0.9996675449196291,0.06650929085537305,GSE68605,Laser-captured motor neurons
Gene_13,0.0013048296734686706,0.9955776044352034,0.005810672988811407,5.747277980492663,5.742082268046641,0.9998705848726501,0.001924881428255467,GSE68605,Laser-captured motor neurons
Gene_14,-0.1350944884224275,0.7173957736124098,-0.392728779936352,6.147504239765531,6.750972364706805,0.9996675449196291,0.1442411862078854,GSE68605,Laser-captured motor neurons
Gene_15,-0.20807134395413135,0.2899606166316851,-1.124420660466022,5.910746667406662,6.8277570885625885,0.9759243043853002,0.537660985346022,GSE68605,Laser-captured motor neurons
Gene_16,0.03585269062154291,0.886987574504549,0.1463046383602298,6.648421066395712,6.485235952347028,0.9996675449196291,0.05208246400356865,GSE68605,Laser-captured motor neurons
Gene_17,-0.13371245251557887,0.6474230123051223,-0.49122328779491553,5.075013864729595,5.5678649404736165,0.9996675449196291,0.18881186789373203,GSE68605,Laser-captured motor neurons
Gene_18,-0.2621772416209054,0.15775897852083764,-1.5815802609504077,5.7510277085897945,6.8971341628153615,0.9247465430900187,0.8020059144223861,GSE68605,Laser-captured motor neurons
Gene_19,0.5155719353351633,0.06946409648233388,2.085102185000256,7.638914866410785,5.343539849632404,0.8002776092434779,1.1582396087705307,GSE68605,Laser-captured motor neurons
Gene_20,0.10193991541764388,0.7987830992185488,0.2653837270191374,5.644136306905085,5.2590890087826,0.9996675449196291,0.09757113257671449,GSE68605,Laser-captured motor neurons
Gene_21,0.008863365614797608,0.9799573093686725,0.026322262369824736,5.802094888027786,5.766558313223453,0.9996675449196291,0.008792843398782073,GSE68605,Laser-captured motor neurons
Gene_22,-0.23494002906034636,0.6668211949282377,-0.48536474622991305,6.049046066034411,7.118867140746739,0.9996675449196291,0.1759906045637558,GSE68605,Laser-captured motor neurons
Gene_23,0.8198638274758495,0.2279053933871631,1.500257873159369,5.807954607972421,3.2901796284576377,0.9716328621475653,0.6422453971076105,GSE68605,Laser-captured motor neurons
Gene_24,-0.1328752971833981,0.7591117878615565,-0.32802604480806585,5.426419973022407,5.949943650240939,0.9996675449196291,0.11969426458336488,GSE68605,Laser-captured motor neurons
Gene_25,0.29291452709532895,0.7015189687867138,0.437905473408532,6.3668867985372195,5.196980287014707,0.9996675449196291,0.1539605813312441,GSE68605,Laser-captured motor neurons
Gene_26,-0.03134906596268702,0.9102708221040143,-0.12309360947904438,6.073568108642201,6.20698813481599,0.9996675449196291,0.04082937795683378,GSE68605,Laser-captured motor neurons
Gene_27,-0.02977955748784155,0.9242475796218546,-0.10424722426012002,6.253707615266988,6.3841357410517965,0.9996675449196291,0.03421167806429465,GSE68605,Laser-captured motor neurons
Gene_28,0.13749219025088222,0.4546973472203901,0.8213727628381687,6.920640671226655,6.291540944082676,0.9996675449196291,0.3422775795334161,GSE68605,Laser-captured motor neurons
Gene_29,-0.265777471328535,0.20023258605569805,-1.4088091109079925,6.034191584487241,7.254810716841571,0.9514390807685438,0.6984652435771634,GSE68605,Laser-captured motor neurons
Gene_30,0.05731757883880335,0.8332685199779701,0.22701627728998244,5.32657159887748,5.119098174898645,0.9996675449196291,0.079215025060346,GSE68605,Laser-captured motor neurons
Gene_31,-0.5201619760461935,0.17705242799058535,-1.7693913862216042,4.825697529382378,6.920611253424767,0.9291907252614742,0.7518981132115287,GSE68605,Laser-captured motor neurons
Gene_32,-0.3839719822283278,0.23630336846275918,-1.504204924624669,5.509126795800689,7.189022654291139,0.9716328621475653,0.6265300875324129,GSE68605,Laser-captured motor neurons
Gene_33,-0.5562525689073106,0.0381949262298325,-3.0465109619183823,5.3564848874125035,7.876415032045386,0.7559903516103406,1.417994324437391,GSE68605,Laser-captured motor neurons
Gene_34,0.8603694446467405,0.0677636125959653,2.1729801783643943,6.464472456561932,3.560705695116461,0.7987338486848011,1.1690034490665004,GSE68605,Laser-captured motor neurons
Gene_35,-0.32382978374086185,0.4189306724293184,-0.9252395137315692,6.092823972401374,7.626075656845842,0.9996675449196291,0.3778578411686508,GSE68605,Laser-captured motor neurons
Gene_36,0.08091586429435316,0.8295370921149575,0.22731630913155815,5.499527211695267,5.199567888844382,0.9996675449196291,0.0811641900607245,GSE68605,Laser-captured motor neurons
Gene_37,-0.13124212826091317,0.815927453542553,-0.24911869313463345,5.893198314057957,6.45444453658117,0.9996675449196291,0.08834845390150317,GSE68605,Laser-captured motor neurons
Gene_38,0.30844545972866105,0.37239334248634187,1.052315838343138,7.89237272845809,6.373180986780703,0.9877196930895773,0.4289980917811616,GSE68605,Laser-captured motor neurons
Gene_39,0.5976892355338927,0.23788562930703705,1.3049925649959397,5.546665218138963,3.665300328899414,0.9716328621475653,0.6236317929403051,GSE68605,Laser-captured motor neurons
Gene_40,0.11306410150208548,0.6905327837155251,0.4144264492258554,5.045961685990157,4.665608167943929,0.9996675449196291,0.16081569804296456,GSE68605,Laser-captured motor neurons
Gene_41,-0.32001978985133483,0.5824120472410189,-0.6352474685914954,5.1456538786311175,6.423565044003053,0.9996675449196291,0.23476965018508858,GSE68605,Laser-captured motor neurons
Gene_42,0.8415399630521847,0.13522574093610368,2.1450144754305605,5.661071838486141,3.15914743556853,0.8951957589291724,0.8689406302698529,GSE68605,Laser-captured motor neurons
Gene_43,0.9053485381478663,0.047119199367559664,2.688995867821555,7.87177668389932,4.20277072535868,0.7817160741343769,1.3268020975334534,GSE68605,Laser-captured motor neurons
Gene_44,-0.11502452144204875,0.7925557377624582,-0.28309085578010423,5.865671360266404,6.352483680471522,0.9996675449196291,0.1009701855752392,GSE68605,Laser-captured motor neurons
Gene_45,0.015629038364881973,0.9624305849238615,0.048824100316671455,5.45922456856237,5.400402756811492,0.9996675449196291,0.016630584075731147,GSE68605,Laser-captured motor neurons
Gene_46,-0.33935213468869624,0.26254998161229953,-1.417532764796531,4.971922826100273,6.290418654258098,0.9716328621475653,0.5807880077927579,GSE68605,Laser-captured motor neurons
Gene_47,0.5853526130529805,0.27827435999642836,1.3013156212071497,5.2852643306518114,3.5225569070467855,0.9759243043853002,0.5555268074103024,GSE68605,Laser-captured motor neurons
