gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,adj_p_value,neg_log10_pval,dataset,description
Gene_0,0.038627515592973095,0.5942416284976778,0.5329309047133901,0.007542074412975546,-0.03108544117999755,0.9907071470529125,0.22603692777037188,GSE112676,iPSC motor neurons from ALS patients
Gene_1,0.04487128482181042,0.5341287694378833,0.6220075238054605,0.12126860340332772,0.0763973185815173,0.9907071470529125,0.2723540292736544,GSE112676,iPSC motor neurons from ALS patients
Gene_2,0.041863486408899996,0.5651781447347468,0.5754263587342654,0.04157500429146506,-0.00028848211743493364,0.9907071470529125,0.24781464053299185,GSE112676,iPSC motor neurons from ALS patients
Gene_3,0.013793919569244006,0.8493500315139623,0.19001439461322028,0.02681290256446357,0.013018982995219563,0.9907071470529125,0.07091329276386348,GSE112676,iPSC motor neurons from ALS patients
Gene_4,-0.0759554485245683,0.3148083163234847,-1.0058679764813234,-0.022845702071039854,0.05310974645352845,0.9907071470529125,0.5019538033596918,GSE112676,iPSC motor neurons from ALS patients
Gene_5,0.012510494518990153,0.8653826929507191,0.16958530212366177,-0.10287242138380591,-0.11538291590279606,0.9907071470529125,0.06279179463667187,GSE112676,iPSC motor neurons from ALS patients
Gene_6,-0.03862406091442531,0.5934065531707384,-0.5341382102675496,-0.014466941409091218,0.02415711950533409,0.9907071470529125,0.22664766194540556,GSE112676,iPSC motor neurons from ALS patients
Gene_7,0.07699700340599398,0.29987317023849747,1.0374335662105898,-0.0423757494031502,-0.11937275280914418,0.9907071470529125,0.5230623889874249,GSE112676,iPSC motor neurons from ALS patients
Gene_8,0.1185896460177999,0.10993122905695765,1.6004271915864186,0.05447571878061339,-0.0641139272371865,0.9856218091694385,0.9588789164890723,GSE112676,iPSC motor neurons from ALS patients
Gene_9,-0.03858000735607764,0.6200719534324945,-0.49595736809448365,-0.019251780467615155,0.019328226888462485,0.9907071470529125,0.2075579118476439,GSE112676,iPSC motor neurons from ALS patients
Gene_10,-0.03608186026392165,0.6354473010077241,-0.47427025485054825,-0.03064120932884967,0.005440650935071979,0.9907071470529125,0.1969204605789736,GSE112676,iPSC motor neurons from ALS patients
Gene_11,0.024564224422515567,0.744259571053808,0.3263399366516592,0.050687599638772896,0.02612337521625733,0.9907071470529125,0.1282755716908073,GSE112676,iPSC motor neurons from ALS patients
Gene_12,0.005873011134499955,0.9344689127914529,0.08225160134053702,0.010822349025717208,0.0049493378912172535,0.9989564535601106,0.029435141826826914,GSE112676,iPSC motor neurons from ALS patients
Gene_13,-0.023915170758446732,0.7325803749311351,-0.3418242022980928,-0.03472382289023308,-0.010808652131786351,0.9907071470529125,0.13514471981462967,GSE112676,iPSC motor neurons from ALS patients
Gene_14,0.0007902830162486649,0.9910987332616015,0.011160090097268113,-0.053148022624156674,-0.05393830564040534,0.999297494542208,0.0038830789407546295,GSE112676,iPSC motor neurons from ALS patients
Gene_15,-0.06665328499742897,0.3749895331422808,-0.8877026594840055,-0.020451596297894035,0.046201688699534935,0.9907071470529125,0.4259808543042556,GSE112676,iPSC motor neurons from ALS patients
Gene_16,0.05534338178799375,0.43487464368035345,0.781302800495343,0.014681007135849081,-0.040662374652144666,0.9907071470529125,0.36163591408849305,GSE112676,iPSC motor neurons from ALS patients
Gene_17,-0.08281291404475849,0.27165809796855805,-1.1000739947589295,0.02093079542620969,0.10374370947096818,0.9907071470529125,0.5659773443735312,GSE112676,iPSC motor neurons from ALS patients
Gene_18,0.003083953807749569,0.9672158782890019,0.041114301597169056,0.028928115793481115,0.025844161985731546,0.999297494542208,0.014476582498098804,GSE112676,iPSC motor neurons from ALS patients
Gene_19,0.04457543850515775,0.5546513210726656,0.591074380077203,0.03218649092946823,-0.012388947575689523,0.9907071470529125,0.2559799482679425,GSE112676,iPSC motor neurons from ALS patients
Gene_20,0.0294590743259455,0.6890921836003971,0.40024440261627636,0.02549785749721261,-0.003961216828732892,0.9907071470529125,0.16172267627667478,GSE112676,iPSC motor neurons from ALS patients
Gene_21,-0.059398204591434675,0.4247636518596396,-0.7986264028293514,0.0012795766575828572,0.06067778124901753,0.9907071470529125,0.3718526540550778,GSE112676,iPSC motor neurons from ALS patients
Gene_22,-0.02138002722538863,0.7658225671525251,-0.29795328171949037,0.009613917302830097,0.030993944528218728,0.9907071470529125,0.11587184007058723,GSE112676,iPSC motor neurons from ALS patients
Gene_23,-0.014719089949614364,0.8456050039185208,-0.1947975199139946,0.0577891000788608,0.07250819002847517,0.9907071470529125,0.07283245572928257,GSE112676,iPSC motor neurons from ALS patients
Gene_24,-0.05468879373432174,0.45176303169220944,-0.7528779311980199,-0.019139683424594094,0.03554911030972765,0.9907071470529125,0.3450893107971656,GSE112676,iPSC motor neurons from ALS patients
Gene_25,-0.019826265255937003,0.7879426985881907,-0.2690806867585504,-0.028140580598936597,-0.008314315342999591,0.9907071470529125,0.10350536447974766,GSE112676,iPSC motor neurons from ALS patients
